report_date,state,cases,case_rate,new_cases,case_avg,case_avg_rate,deaths,mortality_rate,new_deaths,deaths_avg,case_fatality_rate
2020-02-02,Illinois,2,0.015598802542324037,0,0.14285714285714285,0.0011142001815945739,0,0,0,0,0
2020-02-02,Kansas,0,0,0,0,0,0,0,0,0,NA
2020-02-02,Missouri,0,0,0,0,0,0,0,0,0,NA
2020-02-02,Oklahoma,0,0,0,0,0,0,0,0,0,NA
2020-02-03,Arkansas,0,0,0,0,0,0,0,0,0,NA
2020-02-03,Illinois,2,0.015598802542324037,0,0.14285714285714285,0.0011142001815945739,0,0,0,0,0
2020-02-03,Kansas,0,0,0,0,0,0,0,0,0,NA
2020-02-03,Missouri,0,0,0,0,0,0,0,0,0,NA
2020-02-03,Oklahoma,0,0,0,0,0,0,0,0,0,NA
2020-02-04,Arkansas,0,0,0,0,0,0,0,0,0,NA
2020-02-04,Illinois,2,0.015598802542324037,0,0.14285714285714285,0.0011142001815945739,0,0,0,0,0
2020-02-04,Kansas,0,0,0,0,0,0,0,0,0,NA
2020-02-04,Missouri,0,0,0,0,0,0,0,0,0,NA
2020-02-04,Oklahoma,0,0,0,0,0,0,0,0,0,NA
2020-02-05,Arkansas,0,0,0,0,0,0,0,0,0,NA
2020-02-05,Illinois,2,0.015598802542324037,0,0.14285714285714285,0.0011142001815945739,0,0,0,0,0
2020-02-05,Kansas,0,0,0,0,0,0,0,0,0,NA
2020-02-05,Missouri,0,0,0,0,0,0,0,0,0,NA
2020-02-05,Oklahoma,0,0,0,0,0,0,0,0,0,NA
2020-02-06,Arkansas,0,0,0,0,0,0,0,0,0,NA
2020-02-06,Illinois,2,0.015598802542324037,0,0,0,0,0,0,0,0
2020-02-06,Kansas,0,0,0,0,0,0,0,0,0,NA
2020-02-06,Missouri,0,0,0,0,0,0,0,0,0,NA
2020-02-06,Oklahoma,0,0,0,0,0,0,0,0,0,NA
2020-02-07,Arkansas,0,0,0,0,0,0,0,0,0,NA
2020-02-07,Illinois,2,0.015598802542324037,0,0,0,0,0,0,0,0
2020-02-07,Kansas,0,0,0,0,0,0,0,0,0,NA
2020-02-07,Missouri,0,0,0,0,0,0,0,0,0,NA
2020-02-07,Oklahoma,0,0,0,0,0,0,0,0,0,NA
2020-02-08,Arkansas,0,0,0,0,0,0,0,0,0,NA
2020-02-08,Illinois,2,0.015598802542324037,0,0,0,0,0,0,0,0
2020-02-08,Kansas,0,0,0,0,0,0,0,0,0,NA
2020-02-08,Missouri,0,0,0,0,0,0,0,0,0,NA
2020-02-08,Oklahoma,0,0,0,0,0,0,0,0,0,NA
2020-02-09,Arkansas,0,0,0,0,0,0,0,0,0,NA
2020-02-09,Illinois,2,0.015598802542324037,0,0,0,0,0,0,0,0
2020-02-09,Kansas,0,0,0,0,0,0,0,0,0,NA
2020-02-09,Missouri,0,0,0,0,0,0,0,0,0,NA
2020-02-09,Oklahoma,0,0,0,0,0,0,0,0,0,NA
2020-02-10,Arkansas,0,0,0,0,0,0,0,0,0,NA
2020-02-10,Illinois,2,0.015598802542324037,0,0,0,0,0,0,0,0
2020-02-10,Kansas,0,0,0,0,0,0,0,0,0,NA
2020-02-10,Missouri,0,0,0,0,0,0,0,0,0,NA
2020-02-10,Oklahoma,0,0,0,0,0,0,0,0,0,NA
2020-02-11,Arkansas,0,0,0,0,0,0,0,0,0,NA
2020-02-11,Illinois,2,0.015598802542324037,0,0,0,0,0,0,0,0
2020-02-11,Kansas,0,0,0,0,0,0,0,0,0,NA
2020-02-11,Missouri,0,0,0,0,0,0,0,0,0,NA
2020-02-11,Oklahoma,0,0,0,0,0,0,0,0,0,NA
2020-02-12,Arkansas,0,0,0,0,0,0,0,0,0,NA
2020-02-12,Illinois,2,0.015598802542324037,0,0,0,0,0,0,0,0
2020-02-12,Kansas,0,0,0,0,0,0,0,0,0,NA
2020-02-12,Missouri,0,0,0,0,0,0,0,0,0,NA
2020-02-12,Oklahoma,0,0,0,0,0,0,0,0,0,NA
2020-02-13,Arkansas,0,0,0,0,0,0,0,0,0,NA
2020-02-13,Illinois,2,0.015598802542324037,0,0,0,0,0,0,0,0
2020-02-13,Kansas,0,0,0,0,0,0,0,0,0,NA
2020-02-13,Missouri,0,0,0,0,0,0,0,0,0,NA
2020-02-13,Oklahoma,0,0,0,0,0,0,0,0,0,NA
2020-02-14,Arkansas,0,0,0,0,0,0,0,0,0,NA
2020-02-14,Illinois,2,0.015598802542324037,0,0,0,0,0,0,0,0
2020-02-14,Kansas,0,0,0,0,0,0,0,0,0,NA
2020-02-14,Missouri,0,0,0,0,0,0,0,0,0,NA
2020-02-14,Oklahoma,0,0,0,0,0,0,0,0,0,NA
2020-02-15,Arkansas,0,0,0,0,0,0,0,0,0,NA
2020-02-15,Illinois,2,0.015598802542324037,0,0,0,0,0,0,0,0
2020-02-15,Kansas,0,0,0,0,0,0,0,0,0,NA
2020-02-15,Missouri,0,0,0,0,0,0,0,0,0,NA
2020-02-15,Oklahoma,0,0,0,0,0,0,0,0,0,NA
2020-02-16,Arkansas,0,0,0,0,0,0,0,0,0,NA
2020-02-16,Illinois,2,0.015598802542324037,0,0,0,0,0,0,0,0
2020-02-16,Kansas,0,0,0,0,0,0,0,0,0,NA
2020-02-16,Missouri,0,0,0,0,0,0,0,0,0,NA
2020-02-16,Oklahoma,0,0,0,0,0,0,0,0,0,NA
2020-02-17,Arkansas,0,0,0,0,0,0,0,0,0,NA
2020-02-17,Illinois,2,0.015598802542324037,0,0,0,0,0,0,0,0
2020-02-17,Kansas,0,0,0,0,0,0,0,0,0,NA
2020-02-17,Missouri,0,0,0,0,0,0,0,0,0,NA
2020-02-17,Oklahoma,0,0,0,0,0,0,0,0,0,NA
2020-02-18,Arkansas,0,0,0,0,0,0,0,0,0,NA
2020-02-18,Illinois,2,0.015598802542324037,0,0,0,0,0,0,0,0
2020-02-18,Kansas,0,0,0,0,0,0,0,0,0,NA
2020-02-18,Missouri,0,0,0,0,0,0,0,0,0,NA
2020-02-18,Oklahoma,0,0,0,0,0,0,0,0,0,NA
2020-02-19,Arkansas,0,0,0,0,0,0,0,0,0,NA
2020-02-19,Illinois,2,0.015598802542324037,0,0,0,0,0,0,0,0
2020-02-19,Kansas,0,0,0,0,0,0,0,0,0,NA
2020-02-19,Missouri,0,0,0,0,0,0,0,0,0,NA
2020-02-19,Oklahoma,0,0,0,0,0,0,0,0,0,NA
2020-02-20,Arkansas,0,0,0,0,0,0,0,0,0,NA
2020-02-20,Illinois,2,0.015598802542324037,0,0,0,0,0,0,0,0
2020-02-20,Kansas,0,0,0,0,0,0,0,0,0,NA
2020-02-20,Missouri,0,0,0,0,0,0,0,0,0,NA
2020-02-20,Oklahoma,0,0,0,0,0,0,0,0,0,NA
2020-02-21,Arkansas,0,0,0,0,0,0,0,0,0,NA
2020-02-21,Illinois,2,0.015598802542324037,0,0,0,0,0,0,0,0
2020-02-21,Kansas,0,0,0,0,0,0,0,0,0,NA
2020-02-21,Missouri,0,0,0,0,0,0,0,0,0,NA
2020-02-21,Oklahoma,0,0,0,0,0,0,0,0,0,NA
2020-02-22,Arkansas,0,0,0,0,0,0,0,0,0,NA
2020-02-22,Illinois,2,0.015598802542324037,0,0,0,0,0,0,0,0
2020-02-22,Kansas,0,0,0,0,0,0,0,0,0,NA
2020-02-22,Missouri,0,0,0,0,0,0,0,0,0,NA
2020-02-22,Oklahoma,0,0,0,0,0,0,0,0,0,NA
2020-02-23,Arkansas,0,0,0,0,0,0,0,0,0,NA
2020-02-23,Illinois,2,0.015598802542324037,0,0,0,0,0,0,0,0
2020-02-23,Kansas,0,0,0,0,0,0,0,0,0,NA
2020-02-23,Missouri,0,0,0,0,0,0,0,0,0,NA
2020-02-23,Oklahoma,0,0,0,0,0,0,0,0,0,NA
2020-02-24,Arkansas,0,0,0,0,0,0,0,0,0,NA
2020-02-24,Illinois,2,0.015598802542324037,0,0,0,0,0,0,0,0
2020-02-24,Kansas,0,0,0,0,0,0,0,0,0,NA
2020-02-24,Missouri,0,0,0,0,0,0,0,0,0,NA
2020-02-24,Oklahoma,0,0,0,0,0,0,0,0,0,NA
2020-02-25,Arkansas,0,0,0,0,0,0,0,0,0,NA
2020-02-25,Illinois,2,0.015598802542324037,0,0,0,0,0,0,0,0
2020-02-25,Kansas,0,0,0,0,0,0,0,0,0,NA
2020-02-25,Missouri,0,0,0,0,0,0,0,0,0,NA
2020-02-25,Oklahoma,0,0,0,0,0,0,0,0,0,NA
2020-02-26,Arkansas,0,0,0,0,0,0,0,0,0,NA
2020-02-26,Illinois,2,0.015598802542324037,0,0,0,0,0,0,0,0
2020-02-26,Kansas,0,0,0,0,0,0,0,0,0,NA
2020-02-26,Missouri,0,0,0,0,0,0,0,0,0,NA
2020-02-26,Oklahoma,0,0,0,0,0,0,0,0,0,NA
2020-02-27,Arkansas,0,0,0,0,0,0,0,0,0,NA
2020-02-27,Illinois,2,0.015598802542324037,0,0,0,0,0,0,0,0
2020-02-27,Kansas,0,0,0,0,0,0,0,0,0,NA
2020-02-27,Missouri,0,0,0,0,0,0,0,0,0,NA
2020-02-27,Oklahoma,0,0,0,0,0,0,0,0,0,NA
2020-02-28,Arkansas,0,0,0,0,0,0,0,0,0,NA
2020-02-28,Illinois,2,0.015598802542324037,0,0,0,0,0,0,0,0
2020-02-28,Kansas,0,0,0,0,0,0,0,0,0,NA
2020-02-28,Missouri,0,0,0,0,0,0,0,0,0,NA
2020-02-28,Oklahoma,0,0,0,0,0,0,0,0,0,NA
2020-02-29,Arkansas,0,0,0,0,0,0,0,0,0,NA
2020-02-29,Illinois,3,0.023398203813486056,1,0.14285714285714285,0.0011142001815945739,0,0,0,0,0
2020-02-29,Kansas,0,0,0,0,0,0,0,0,0,NA
2020-02-29,Missouri,0,0,0,0,0,0,0,0,0,NA
2020-02-29,Oklahoma,0,0,0,0,0,0,0,0,0,NA
2020-03-01,Arkansas,0,0,0,0,0,0,0,0,0,NA
2020-03-01,Illinois,3,0.023398203813486056,0,0.14285714285714285,0.0011142001815945739,0,0,0,0,0
2020-03-01,Kansas,0,0,0,0,0,0,0,0,0,NA
2020-03-01,Missouri,0,0,0,0,0,0,0,0,0,NA
2020-03-01,Oklahoma,0,0,0,0,0,0,0,0,0,NA
2020-03-02,Arkansas,0,0,0,0,0,0,0,0,0,NA
2020-03-02,Illinois,4,0.031197605084648073,1,0.2857142857142857,0.0022284003631891478,0,0,0,0,0
2020-03-02,Kansas,0,0,0,0,0,0,0,0,0,NA
2020-03-02,Missouri,0,0,0,0,0,0,0,0,0,NA
2020-03-02,Oklahoma,0,0,0,0,0,0,0,0,0,NA
2020-03-03,Arkansas,0,0,0,0,0,0,0,0,0,NA
2020-03-03,Illinois,4,0.031197605084648073,0,0.2857142857142857,0.0022284003631891478,0,0,0,0,0
2020-03-03,Kansas,0,0,0,0,0,0,0,0,0,NA
2020-03-03,Missouri,0,0,0,0,0,0,0,0,0,NA
2020-03-03,Oklahoma,0,0,0,0,0,0,0,0,0,NA
2020-03-04,Arkansas,0,0,0,0,0,0,0,0,0,NA
2020-03-04,Illinois,4,0.031197605084648073,0,0.2857142857142857,0.0022284003631891478,0,0,0,0,0
2020-03-04,Kansas,0,0,0,0,0,0,0,0,0,NA
2020-03-04,Missouri,0,0,0,0,0,0,0,0,0,NA
2020-03-04,Oklahoma,0,0,0,0,0,0,0,0,0,NA
2020-03-05,Arkansas,0,0,0,0,0,0,0,0,0,NA
2020-03-05,Illinois,5,0.03899700635581009,1,0.42857142857142855,0.003342600544783722,0,0,0,0,0
2020-03-05,Kansas,0,0,0,0,0,0,0,0,0,NA
2020-03-05,Missouri,0,0,0,0,0,0,0,0,0,NA
2020-03-05,Oklahoma,0,0,0,0,0,0,0,0,0,NA
2020-03-06,Arkansas,0,0,0,0,0,0,0,0,0,NA
2020-03-06,Illinois,6,0.04679640762697211,1,0.5714285714285714,0.0044568007263782955,0,0,0,0,0
2020-03-06,Kansas,0,0,0,0,0,0,0,0,0,NA
2020-03-06,Missouri,0,0,0,0,0,0,0,0,0,NA
2020-03-06,Oklahoma,1,0.025522333700940012,1,0.14285714285714285,0.0036460476715628586,0,0,0,0,0
2020-03-07,Arkansas,0,0,0,0,0,0,0,0,0,NA
2020-03-07,Illinois,6,0.04679640762697211,0,0.42857142857142855,0.003342600544783722,0,0,0,0,0
2020-03-07,Kansas,1,0.034378721496602004,1,0.14285714285714285,0.004911245928086,0,0,0,0,0
2020-03-07,Missouri,1,0.01642019408012595,1,0.14285714285714285,0.0023457420114465642,0,0,0,0,0
2020-03-07,Oklahoma,1,0.025522333700940012,0,0.14285714285714285,0.0036460476715628586,0,0,0,0,0
2020-03-08,Arkansas,0,0,0,0,0,0,0,0,0,NA
2020-03-08,Illinois,7,0.05459580889813413,1,0.5714285714285714,0.0044568007263782955,0,0,0,0,0
2020-03-08,Kansas,1,0.034378721496602004,0,0.14285714285714285,0.004911245928086,0,0,0,0,0
2020-03-08,Missouri,1,0.01642019408012595,0,0.14285714285714285,0.0023457420114465642,0,0,0,0,0
2020-03-08,Oklahoma,1,0.025522333700940012,0,0.14285714285714285,0.0036460476715628586,0,0,0,0,0
2020-03-09,Arkansas,0,0,0,0,0,0,0,0,0,NA
2020-03-09,Illinois,11,0.0857934139827822,4,1,0.007799401271162018,0,0,0,0,0
2020-03-09,Kansas,1,0.034378721496602004,0,0.14285714285714285,0.004911245928086,0,0,0,0,0
2020-03-09,Missouri,1,0.01642019408012595,0,0.14285714285714285,0.0023457420114465642,0,0,0,0,0
2020-03-09,Oklahoma,1,0.025522333700940012,0,0.14285714285714285,0.0036460476715628586,0,0,0,0,0
2020-03-10,Arkansas,0,0,0,0,0,0,0,0,0,NA
2020-03-10,Illinois,19,0.14818862415207834,8,2.142857142857143,0.01671300272391861,0,0,0,0,0
2020-03-10,Kansas,1,0.034378721496602004,0,0.14285714285714285,0.004911245928086,0,0,0,0,0
2020-03-10,Missouri,1,0.01642019408012595,0,0.14285714285714285,0.0023457420114465642,0,0,0,0,0
2020-03-10,Oklahoma,2,0.051044667401880024,1,0.2857142857142857,0.007292095343125717,0,0,0,0,0
2020-03-11,Arkansas,1,0.033437312228593516,1,0.14285714285714285,0.004776758889799074,0,0,0,0,0
2020-03-11,Illinois,25,0.19498503177905044,6,3,0.023398203813486056,0,0,0,0,0
2020-03-11,Kansas,1,0.034378721496602004,0,0.14285714285714285,0.004911245928086,0,0,0,0,0
2020-03-11,Missouri,1,0.01642019408012595,0,0.14285714285714285,0.0023457420114465642,0,0,0,0,0
2020-03-11,Oklahoma,2,0.051044667401880024,0,0.2857142857142857,0.007292095343125717,0,0,0,0,0
2020-03-12,Arkansas,6,0.2006238733715611,5,0.8571428571428571,0.028660553338794442,0,0,0,0,0
2020-03-12,Illinois,32,0.24958084067718458,7,3.857142857142857,0.0300834049030535,0,0,0,0,0
2020-03-12,Kansas,5,0.17189360748301002,4,0.7142857142857143,0.024556229640430007,1,0.034378721496602004,1,0.14285714285714285,20
2020-03-12,Missouri,2,0.0328403881602519,1,0.2857142857142857,0.0046914840228931285,0,0,0,0,0
2020-03-12,Oklahoma,2,0.051044667401880024,0,0.2857142857142857,0.007292095343125717,0,0,0,0,0
2020-03-13,Arkansas,7,0.23406118560015463,1,1,0.033437312228593516,0,0,0,0,0
2020-03-13,Illinois,46,0.3587724584734528,14,5.714285714285714,0.04456800726378296,0,0,0,0,0
2020-03-13,Kansas,6,0.20627232897961206,1,0.8571428571428571,0.029467475568516005,1,0.034378721496602004,0,0.14285714285714285,16.666666666666664
2020-03-13,Missouri,4,0.0656807763205038,2,0.5714285714285714,0.009382968045786257,0,0,0,0,0
2020-03-13,Oklahoma,3,0.07656700110282004,1,0.2857142857142857,0.007292095343125717,0,0,0,0,0
2020-03-14,Arkansas,9,0.30093581005734166,2,1.2857142857142858,0.04299083000819166,0,0,0,0,0
2020-03-14,Illinois,66,0.5147604838966932,20,8.571428571428571,0.06685201089567444,0,0,0,0,0
2020-03-14,Kansas,8,0.27502977197281603,2,1,0.034378721496602004,1,0.034378721496602004,0,0.14285714285714285,12.5
2020-03-14,Missouri,5,0.08210097040062975,1,0.5714285714285714,0.009382968045786257,0,0,0,0,0
2020-03-14,Oklahoma,4,0.10208933480376005,1,0.42857142857142855,0.010938143014688576,0,0,0,0,0
2020-03-15,Arkansas,16,0.5349969956574963,7,2.2857142857142856,0.07642814223678518,0,0,0,0,0
2020-03-15,Illinois,94,0.7331437194892296,28,12.428571428571429,0.09693541579872794,0,0,0,0,0
2020-03-15,Kansas,9,0.30940849346941807,1,1.1428571428571428,0.039289967424688,1,0.034378721496602004,0,0.14285714285714285,11.11111111111111
2020-03-15,Missouri,5,0.08210097040062975,0,0.5714285714285714,0.009382968045786257,0,0,0,0,0
2020-03-15,Oklahoma,8,0.2041786696075201,4,1,0.025522333700940012,0,0,0,0,0
2020-03-16,Arkansas,22,0.7356208690290573,6,3.142857142857143,0.10508869557557962,0,0,0,0,0
2020-03-16,Illinois,104,0.8111377322008498,10,13.285714285714286,0.1036206168882954,0,0,0,0,0
2020-03-16,Kansas,11,0.3781659364626221,2,1.4285714285714286,0.04911245928086001,1,0.034378721496602004,0,0.14285714285714285,9.090909090909092
2020-03-16,Missouri,9,0.14778174672113353,4,1.1428571428571428,0.018765936091572514,0,0,0,0,0
2020-03-16,Oklahoma,10,0.25522333700940014,2,1.2857142857142858,0.03281442904406573,0,0,0,0,0
2020-03-17,Arkansas,22,0.7356208690290573,0,3.142857142857143,0.10508869557557962,0,0,0,0,0
2020-03-17,Illinois,159,1.240104802114761,55,20,0.15598802542324036,1,0.007799401271162018,1,0.14285714285714285,0.628930817610063
2020-03-17,Kansas,17,0.5844382654422341,6,2.2857142857142856,0.078579934849376,1,0.034378721496602004,0,0.14285714285714285,5.88235294117647
2020-03-17,Missouri,16,0.2627231052820152,7,2.142857142857143,0.035186130171698464,0,0,0,0,0
2020-03-17,Oklahoma,18,0.45940200661692027,8,2.2857142857142856,0.05833676274500574,0,0,0,0,0
2020-03-18,Arkansas,33,1.1034313035435859,11,4.571428571428571,0.15285628447357036,0,0,0,0,0
2020-03-18,Illinois,286,2.230628763552337,127,37.285714285714285,0.29080624739618377,1,0.007799401271162018,0,0.14285714285714285,0.34965034965034963
2020-03-18,Kansas,22,0.7563318729252442,5,3,0.10313616448980603,1,0.034378721496602004,0,0.14285714285714285,4.545454545454546
2020-03-18,Missouri,21,0.34482407568264495,5,2.857142857142857,0.04691484022893128,1,0.01642019408012595,1,0.14285714285714285,4.761904761904762
2020-03-18,Oklahoma,29,0.7401476773272604,11,3.857142857142857,0.0984432871321972,0,0,0,0,0
2020-03-19,Arkansas,62,2.073113358172798,29,8,0.2674984978287481,0,0,0,0,0
2020-03-19,Illinois,420,3.275748533888047,134,55.42857142857143,0.43230967045869473,4,0.031197605084648073,3,0.5714285714285714,0.9523809523809524
2020-03-19,Kansas,35,1.2032552523810702,13,4.285714285714286,0.14733737784258003,1,0.034378721496602004,0,0,2.857142857142857
2020-03-19,Missouri,35,0.5747067928044082,14,4.714285714285714,0.07740948637773662,1,0.01642019408012595,0,0.14285714285714285,2.857142857142857
2020-03-19,Oklahoma,44,1.1229826828413607,15,6,0.15313400220564008,1,0.025522333700940012,1,0.14285714285714285,2.272727272727273
2020-03-20,Arkansas,81,2.708422290516075,19,10.571428571428571,0.3534801578451314,0,0,0,0,0
2020-03-20,Illinois,583,4.5470509410874564,163,76.71428571428571,0.5983254975162863,5,0.03899700635581009,1,0.7142857142857143,0.8576329331046313
2020-03-20,Kansas,49,1.6845573533334983,14,6.142857142857143,0.21118357490769807,1,0.034378721496602004,0,0,2.0408163265306123
2020-03-20,Missouri,72,1.1822539737690683,37,9.714285714285714,0.15951045677836637,3,0.04926058224037785,2,0.42857142857142855,4.166666666666666
2020-03-20,Oklahoma,49,1.2505943513460607,5,6.571428571428571,0.1677181928918915,1,0.025522333700940012,0,0.14285714285714285,2.0408163265306123
2020-03-21,Arkansas,97,3.2434192861735713,16,12.571428571428571,0.4203547823023185,0,0,0,0,0
2020-03-21,Illinois,751,5.8573503546426755,168,97.85714285714286,0.7632271243922832,6,0.04679640762697211,1,0.8571428571428571,0.7989347536617843
2020-03-21,Kansas,57,1.9595871253063144,8,7,0.24065105047621405,2,0.06875744299320401,1,0.14285714285714285,3.508771929824561
2020-03-21,Missouri,92,1.5106578553715873,20,12.428571428571429,0.2040795549958511,3,0.04926058224037785,0,0.42857142857142855,3.260869565217391
2020-03-21,Oklahoma,53,1.3526836861498208,4,7,0.1786563359065801,1,0.025522333700940012,0,0.14285714285714285,1.8867924528301887
2020-03-22,Arkansas,138,4.614349087545905,41,17.428571428571427,0.582764584555487,0,0,0,0,0
2020-03-22,Illinois,1047,8.165973130906632,296,136.14285714285714,1.061832773059629,9,0.07019461144045816,3,1.2857142857142858,0.8595988538681949
2020-03-22,Kansas,66,2.2689956187757327,9,8.142857142857142,0.27994101790090203,2,0.06875744299320401,0,0.14285714285714285,3.0303030303030303
2020-03-22,Missouri,129,2.1182050363362475,37,17.714285714285715,0.29087200941937397,3,0.04926058224037785,0,0.42857142857142855,2.3255813953488373
2020-03-22,Oklahoma,67,1.709996357962981,14,8.428571428571429,0.2151168126222087,2,0.051044667401880024,1,0.2857142857142857,2.9850746268656714
2020-03-23,Arkansas,140,4.681223712003092,2,16.857142857142858,0.5636575489962907,0,0,0,0,0
2020-03-23,Illinois,1227,9.569865359715795,180,160.42857142857142,1.2512468039307065,12,0.09359281525394422,3,1.7142857142857142,0.9779951100244498
2020-03-23,Kansas,82,2.819055162721365,16,10.142857142857142,0.34869846089410605,2,0.06875744299320401,0,0.14285714285714285,2.4390243902439024
2020-03-23,Missouri,182,2.988475322582923,53,24.714285714285715,0.40581336798025563,4,0.0656807763205038,1,0.5714285714285714,2.197802197802198
2020-03-23,Oklahoma,81,2.067309029776141,14,10.142857142857142,0.258869384680963,2,0.051044667401880024,0,0.2857142857142857,2.4691358024691357
2020-03-24,Arkansas,229,7.657144500347916,89,29.571428571428573,0.9887890901884083,2,0.06687462445718703,2,0.2857142857142857,0.8733624454148471
2020-03-24,Illinois,1533,11.956482148691373,306,196.28571428571428,1.5309110495109446,16,0.12479042033859229,4,2.142857142857143,1.0437051532941943
2020-03-24,Kansas,102,3.506629592653405,20,12.142857142857142,0.4174559038873101,3,0.10313616448980603,1,0.2857142857142857,2.941176470588235
2020-03-24,Missouri,215,3.530341727227079,33,28.428571428571427,0.46680266027786627,5,0.08210097040062975,1,0.7142857142857143,2.3255813953488373
2020-03-24,Oklahoma,106,2.7053673722996416,25,12.571428571428571,0.3208521950975316,3,0.07656700110282004,1,0.42857142857142855,2.8301886792452833
2020-03-25,Arkansas,305,10.198380229721023,76,38.857142857142854,1.299278418025348,2,0.06687462445718703,0,0.2857142857142857,0.6557377049180327
2020-03-25,Illinois,1874,14.61607798215762,341,226.85714285714286,1.7693498883721834,19,0.14818862415207834,3,2.5714285714285716,1.0138740661686232
2020-03-25,Kansas,134,4.606748680544668,32,16,0.5500595439456321,3,0.10313616448980603,0,0.2857142857142857,2.2388059701492535
2020-03-25,Missouri,380,6.239673750447861,165,51.285714285714285,0.8421213821093165,8,0.1313615526410076,3,1,2.1052631578947367
2020-03-25,Oklahoma,164,4.185662726954162,58,19.285714285714285,0.49221643566098594,5,0.12761166850470007,2,0.7142857142857143,3.048780487804878
2020-03-26,Arkansas,348,11.636184655550544,43,40.857142857142854,1.366153042482535,3,0.10031193668578055,1,0.42857142857142855,0.8620689655172413
2020-03-26,Illinois,2538,19.7948804262092,664,302.57142857142856,2.3598759846173074,26,0.20278443305021246,7,3.142857142857143,1.024428684003152
2020-03-26,Kansas,173,5.9475188189121475,39,19.714285714285715,0.6777519380758682,3,0.10313616448980603,0,0.2857142857142857,1.7341040462427744
2020-03-26,Missouri,508,8.341458592703983,128,67.57142857142857,1.1095359714142248,8,0.1313615526410076,0,1,1.574803149606299
2020-03-26,Oklahoma,248,6.329538757833123,84,29.142857142857142,0.7437937249988232,7,0.1786563359065801,2,0.8571428571428571,2.82258064516129
